TradDay,daily_pnl,morning_pnl,afternoon_pnl,daily_trade_volume,morning_volume,afternoon_volume,r_squared
20180222,13924.466,22308.662,-8384.196,249,122,127,0.04646719957841672
20180223,46.478516,3285.19,-3238.7114,219,115,104,0.04039567838224489
20180226,32824.844,18218.195,14606.647,239,139,100,0.0704335721447108
20180227,25043.79,9167.436,15876.3545,309,200,109,0.06971393809551851
20180228,20784.773,23541.129,-2756.3545,358,184,174,0.06648061211487355
20180301,-2770.0527,-7187.518,4417.4653,332,155,177,0.06368016129515552
20180302,8108.433,3507.939,4600.494,285,159,126,0.06124086765834591
20180305,33886.71,19475.586,14411.125,338,204,134,0.07154234870669274
20180306,12602.238,8860.727,3741.5122,317,162,155,0.0524448011712052
20180307,5840.342,3387.969,2452.373,310,159,151,0.059935752497271566
20180308,-995.97314,3634.5215,-4630.4946,309,149,160,0.06529484819714049
20180309,-1762.5345,-598.5272,-1164.0073,295,155,140,0.07084337176560507
20180312,51.479492,8945.742,-8894.263,258,155,103,0.06303958209538851
20180313,2161.8186,4837.5166,-2675.698,230,117,113,0.051493873026778214
20180314,-9986.351,-5305.54,-4680.8105,192,80,112,0.05126637869411843
20180315,-9171.33,-12098.871,2927.5408,183,125,58,0.05397535943814036
20180316,-8212.508,-5383.089,-2829.4185,124,70,54,0.04806981289404433
20180319,-13533.404,-10936.361,-2597.043,56,32,24,0.04175545398788616
20180320,6907.03,5094.744,1812.2855,288,144,144,0.06947700620450314
20180321,16754.594,2622.6902,14131.904,224,110,114,0.05966325391249905
20180322,29678.217,21927.809,7750.4087,296,178,118,0.05858489292319846
20180323,84088.09,32674.113,51413.984,349,165,184,0.05508573064247957
20180326,19813.502,19296.434,517.068,463,248,215,0.04209460261344489
20180327,8704.017,10226.356,-1522.3397,380,181,199,0.05270818863922644
20180328,2815.505,-10241.756,13057.261,352,207,145,0.05949668637744754
20180329,23778.664,14160.859,9617.804,436,229,207,0.05988973910144302
20180330,21177.059,16675.271,4501.786,313,169,144,0.06350635742655708
20180402,-6200.679,4231.472,-10432.151,290,154,136,0.05292191178849581
20180403,20815.027,8753.547,12061.4795,334,178,156,0.05326012556190973
20180404,8009.305,16143.369,-8134.064,313,162,151,0.05753440219945405
20180409,18015.143,17653.973,361.16956,292,163,129,0.06606235203685984
20180410,4076.0698,-49.23883,4125.3086,404,218,186,0.06604127797038095
20180411,-2683.6274,-2490.2087,-193.4188,264,150,114,0.06322828196449515
20180412,-1123.7783,-235.81732,-887.96106,289,159,130,0.06747206891908408
20180413,11842.16,-4357.042,16199.202,228,101,127,0.06262006570524414
20180416,11989.684,-2844.6755,14834.359,280,137,143,0.05629506823674102
20180417,-9022.91,-6387.8228,-2635.0872,309,172,137,0.04400199191717724
20180418,17747.195,6266.267,11480.928,400,244,156,0.0436666719510711
20180419,4267.399,4883.0527,-615.6538,253,130,123,0.04846324408689007
20180420,4935.5728,5796.6694,-861.0968,134,73,61,0.04639331218649634
20180423,23832.418,13247.073,10585.344,175,93,82,0.0298102595365054
20180424,14109.324,15875.798,-1766.4731,407,205,202,0.06174297942643836
20180425,-6244.604,-513.2007,-5731.4033,285,143,142,0.06626926966181468
20180426,16718.68,23944.84,-7226.161,347,199,148,0.07635623938138514
20180427,16500.053,393.98523,16106.068,431,241,190,0.05526170491804705
20180502,10288.132,10587.032,-298.90076,300,158,142,0.05415133135246719
20180503,17158.94,13207.156,3951.7825,366,186,180,0.0591535226140526
20180504,435.94727,2631.3557,-2195.4084,327,145,182,0.06502759552299431
20180507,-3948.1104,-1374.0331,-2574.0774,339,198,141,0.06559234468198383
20180508,-9662.166,-2905.024,-6757.142,271,159,112,0.053589443369865486
20180509,-6791.688,397.02698,-7188.715,173,79,94,0.057404912726656376
20180510,4423.05,5795.27,-1372.2203,197,87,110,0.06192437609025869
20180511,-13419.7705,-7133.002,-6286.7686,225,117,108,0.06528837981775248
20180514,15912.962,12806.244,3106.7175,187,109,78,0.06041800729546254
20180515,-1806.8522,371.77454,-2178.6267,303,135,168,0.06257868654915899
20180516,-5125.681,-107.98059,-5017.7007,197,96,101,0.06904606890925835
20180517,907.01465,491.901,415.11368,137,78,59,0.05599312093187925
20180518,-359.38953,-564.22943,204.8399,356,146,210,0.05733164829595516
20180521,-5155.1978,-7707.3325,2552.1348,257,142,115,0.0629062794395503
20180522,-10253.496,-6716.317,-3537.1797,222,115,107,0.06649548150702933
20180523,5163.964,-8408.854,13572.817,201,117,84,0.07021974402520326
20180524,9045.273,10824.025,-1778.7523,226,108,118,0.06311306409351614
20180525,2630.4902,962.8396,1667.6505,242,128,114,0.0606116051359572
20180528,-1333.2639,-2200.2786,867.01465,230,134,96,0.06252762149424007
20180529,-18776.082,-8687.468,-10088.614,300,131,169,0.0637270916623438
20180530,6047.074,5574.552,472.52252,288,145,143,0.050118783905401254
20180531,10414.034,-1740.7994,12154.834,353,165,188,0.06346559535851937
20180601,7411.3203,8604.076,-1192.7561,253,142,111,0.06759882485321445
20180604,4334.4165,5487.914,-1153.4977,245,137,108,0.062080128134969326
20180605,-6881.6987,4406.443,-11288.142,302,105,197,0.0679234529291084
20180606,-7685.9624,-2805.583,-4880.3794,219,115,104,0.06146938168352678
20180607,3296.4153,2291.685,1004.7303,142,80,62,0.07171279338632608
20180608,8505.568,-1237.7427,9743.312,186,81,105,0.060738535682943406
20180611,5884.59,818.87866,5065.711,258,131,127,0.0587212490030925
20180612,7001.776,8864.441,-1862.6656,233,124,109,0.06022544653259998
20180613,-9354.097,-8348.251,-1005.8458,218,120,98,0.060109005749316435
20180614,8415.497,6269.7925,2145.7048,149,83,66,0.05465874123211323
20180615,8613.754,-1197.3829,9811.137,286,136,150,0.0545366870538424
20180619,20870.945,6678.662,14192.283,326,156,170,0.048515895859914226
20180620,20039.092,22400.29,-2361.198,466,209,257,0.04859706300859923
20180621,20065.191,1957.5713,18107.621,473,225,248,0.07377951946832173
20180622,37145.305,28733.96,8411.345,322,174,148,0.0554610220795273
20180625,-6089.609,-6421.7227,332.1137,352,176,176,0.05261116665865739
20180626,52561.492,36180.55,16380.942,366,201,165,0.0617822316584008
20180627,37916.74,4694.625,33222.113,464,205,259,0.06391454256737794
20180628,31608.168,10933.619,20674.549,412,235,177,0.06325708594816637
20180629,23055.879,8532.292,14523.587,549,292,257,0.06599224501254353
